gene	stable_gene_id	RNA_n	RNA_n_reference	RNA_effect	RNA_ci_lower	RNA_ci_upper	RNA_p_value	RNA_q_value	RNA_status	RNA_reason	RNA_age_sex_n	RNA_age_sex_n_reference	RNA_age_sex_effect	RNA_age_sex_ci_lower	RNA_age_sex_ci_upper	RNA_age_sex_p_value	RNA_age_sex_q_value	RNA_age_sex_status	RNA_age_sex_reason	relation_ids	n_relations	n_nominal_patient_relations	RNA_background	functional_evidence	external_metabolite_validation	data_limitations	current_pool	next_action	SC_primary_status	SC_primary_reason	SC_primary_top_celltype	SC_primary_runner_celltype	SC_primary_top_gap	SC_primary_bootstrap_top_frequency	SC_primary_bootstrap_valid	SC_primary_rank_tie	SC_recurrent_status	SC_recurrent_reason	SC_recurrent_top_celltype	SC_recurrent_runner_celltype	SC_recurrent_top_gap	SC_recurrent_bootstrap_top_frequency	SC_recurrent_bootstrap_valid	SC_recurrent_rank_tie	SC_dataset	SC_independent_replication	SC_scope
LYPLA2	hsa:11313	74.0	6.0	0.4915041372035453	0.2528091126839434	0.7301991617231472	0.0015172060117124	0.0044870560771922	DONE	NA	74.0	6.0	0.4961169373513492	0.2529909312853374	0.7392429434173611	0.000116407655115	0.0003302176338977	DONE	NA	GBM_FEATURE:c95d3fd4b0685964|hsa:11313	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Vascular	Neoplastic	0.0023275464035417	0.633	1000	False	DONE	expression_source_only;not_function	Vascular	Neoplastic	0.0073848413538874	0.79	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
DPEP1	HGNC:3002	74.0	6.0	0.6710351298886339	0.5299880781878602	0.8120821815894076	1.8201774094655e-14	6.32511649789261e-13	DONE	NA	74.0	6.0	0.6814165294508496	0.478959865027194	0.8838731938745052	3.161439203029776e-09	1.690154035465919e-08	DONE	NA	GBM_FEATURE:c9720c72406a9789|HGNC:3002	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Vascular	Neuron	0.1279874385493139	1.0	1000	False	DONE	expression_source_only;not_function	Vascular	Neuron	0.0372685875420671	0.996	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
GCAT	HGNC:4188	74.0	6.0	-0.4350548602085875	-0.6696709432398991	-0.2004387771772759	0.0019272663215704	0.0053578003739657	DONE	NA	74.0	6.0	-0.4279470318413114	-0.6491600416253007	-0.2067340220573221	0.0002420406970566	0.000600779587337	DONE	NA	GBM_FEATURE:c9720c72406a9789|HGNC:4188	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	OPC	Neoplastic	0.0002842981825593	0.418	1000	False	DONE	expression_source_only;not_function	OPC	Neoplastic	0.000272295315488	0.423	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
GSS	hsa:2937	74.0	6.0	0.3725629075959311	0.0433865927518649	0.7017392224399973	0.0324709148709472	0.0586163268449567	DONE	NA	74.0	6.0	0.3712206816430747	0.0623276919473633	0.6801136713387861	0.0191539034957842	0.0332799073239251	DONE	NA	GBM_FEATURE:c9720c72406a9789|hsa:2937	1	0	NOMINAL_EXPLORATORY	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neoplastic	Neuron	0.0056317940623375	0.63	1000	False	DONE	expression_source_only;not_function	Neoplastic	Astrocyte	0.0070377372147574	0.666	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
PEPD	UniProt:P12955	74.0	6.0	0.4883425123849126	0.3289579341648011	0.6477270906050242	0.0001315255509016	0.0006304155715631	DONE	NA	74.0	6.0	0.4881654864360464	0.3370749952816518	0.639255977590441	9.9762192757435e-09	4.7817051011322286e-08	DONE	NA	GBM_FEATURE:c9720c72406a9789|UniProt:P12955	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neoplastic	Myeloid	0.0382876805410996	0.704	1000	False	DONE	expression_source_only;not_function	Myeloid	Neoplastic	0.009459940668049	0.843	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC22A7	hsa:10864	74.0	6.0	-0.3060018247542294	-0.7082558884930817	0.0962522389846229	0.1094278443736748	0.1552088813055184	DONE	NA	74.0	6.0	-0.2932216646403658	-0.6609251431794234	0.0744818138986917	0.1163838442585486	0.1685141078326902	DONE	NA	GBM_FEATURE:d11a2e5ffb2b2041|hsa:10864	1	1	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0017549742155509	0.834	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0012914405225781	0.908	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC47A1	hsa:55244	74.0	6.0	0.0484605288763973	-0.0588421589536054	0.1557632167064001	0.3567123289470407	0.4097769729226336	DONE	NA	74.0	6.0	0.0555163682819054	-0.0730688548199517	0.1841015913837627	0.3925486050410427	0.4509442652950821	DONE	NA	GBM_FEATURE:d11a2e5ffb2b2041|hsa:55244	1	0	NOT_SUPPORTED_THIS_TEST	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Myeloid	0.0218934919413938	0.797	1000	False	DONE	expression_source_only;not_function	Myeloid	Neuron	0.0047839888519818	0.585	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SLC47A2	hsa:146802	74.0	6.0	0.4791218118003227	0.1516712279181464	0.806572395682499	0.0087594552861094	0.017905357128959	DONE	NA	74.0	6.0	0.4847381051478666	0.1606390654221893	0.8088371448735439	0.0038823373361197	0.0078209404307339	DONE	NA	GBM_FEATURE:d11a2e5ffb2b2041|hsa:146802	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0133454787640555	0.708	1000	False	DONE	expression_source_only;not_function	Astrocyte	Neoplastic	0.0208736030186444	0.78	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
KHK	UniProt:P50053	74.0	6.0	-0.821469796006068	-1.1029530879460396	-0.5399865040660963	0.0003269691010859	0.0013367266191454	DONE	NA	74.0	6.0	-0.815182839694619	-1.0520335146950002	-0.5783321646942379	1.646035477246354e-09	9.151957253489731e-09	DONE	NA	GBM_FEATURE:ebfd8396e9cacde7|UniProt:P50053	1	0	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.0115861353908656	0.92	1000	False	DONE	expression_source_only;not_function	Neuron	Neoplastic	0.001198176664655	0.631	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
SORD	UniProt:Q00796	74.0	6.0	0.206954869034169	0.0417166496672332	0.3721930884011047	0.0202457165767338	0.0385500630707672	DONE	NA	74.0	6.0	0.2189437356606914	0.0758390582707625	0.3620484130506203	0.0031760208787217	0.0064921603256223	DONE	NA	GBM_FEATURE:ebfd8396e9cacde7|UniProt:Q00796;GBM_FEATURE:fb407263b2f0840f|UniProt:Q00796	2	1	FDR_SUPPORTED_EXPLORATORY_TPM	NOT_RUN	NOT_RUN	6 unmatched GTEx references;cohort confounding;current biochemical catalog incomplete;sc source descriptive only	True	retain full candidate;do not infer function from expression	DONE	expression_source_only;not_function	Oligodendrocyte	Neuron	0.0241247054918078	0.879	1000	False	DONE	expression_source_only;not_function	Oligodendrocyte	Myeloid	0.0265106680916456	0.999	1000	False	CARE2025_GSE274546	False	primary main;recurrent same-cohort context;source expression only
